geneID,geneName,X1..1,X1..2,X1..3,X2..1,X2..2,X2..3,X3..1,X3..2,X3..3,X4..1,X4..2,X4..3
ENSMUSG00000104556,Gm43192,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105523,Gm43193,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106497,Gm43195,2,5,2,2,3,6,0,0,4,9,8,1
ENSMUSG00000107017,Gm43196,78,75,67,56,67,82,45,71,62,55,72,50
ENSMUSG00000107215,Gm43197,375,372,459,285,338,381,392,357,512,282,442,297
ENSMUSG00000107222,Gm43198,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105551,Gm43199,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105457,Gm43200,60,93,101,56,89,68,39,42,40,19,55,59
ENSMUSG00000104852,Gm43201,94,85,65,61,101,77,50,65,79,30,92,57
ENSMUSG00000104897,Gm43203,14,5,7,2,6,3,3,4,9,2,6,4
ENSMUSG00000105419,Gm43205,0,0,1,0,0,2,0,0,0,2,0,0
ENSMUSG00000105101,Gm43206,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104567,Gm43209,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104678,Gm4321,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105011,Gm43210,0,0,0,0,0,0,4,0,1,0,0,0
ENSMUSG00000105760,Gm43211,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105436,Gm43212,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087233,Gm43213,13,6,12,15,6,5,5,0,3,2,6,0
ENSMUSG00000105275,Gm43214,0,1,1,0,0,0,0,0,0,1,0,0
ENSMUSG00000104920,Gm43215,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106158,Gm43216,63,79,87,54,87,73,31,56,71,44,62,52
ENSMUSG00000106606,Gm43217,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105432,Gm43218,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105996,Gm43219,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100690,Gm4322,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105451,Gm43220,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106108,Gm43221,17,14,9,6,11,18,4,7,4,13,8,10
ENSMUSG00000106324,Gm43222,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106699,Gm43224,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107346,Gm43225,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106954,Gm43226,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107247,Gm43227,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107299,Gm43228,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107312,Gm43229,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106753,Gm43230,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107240,Gm43231,0,1,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000107309,Gm43232,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106531,Gm43233,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107308,Gm43234,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106174,Gm43235,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106232,Gm43236,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105694,Gm43237,4,7,5,8,18,15,5,5,12,10,11,3
ENSMUSG00000105285,Gm43238,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104636,Gm43239,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105900,Gm43240,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105151,Gm43241,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105966,Gm43242,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104930,Gm43243,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105342,Gm43244,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106459,Gm43245,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106541,Gm43246,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105406,Gm43247,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104731,Gm43249,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105132,Gm43250,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105579,Gm43251,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105957,Gm43254,17,16,13,15,15,6,10,10,9,9,22,8
ENSMUSG00000104568,Gm43255,0,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000105818,Gm43256,35,84,67,76,77,94,31,39,36,60,84,38
ENSMUSG00000105846,Gm43258,15,9,12,6,13,10,2,5,7,11,9,5
ENSMUSG00000106432,Gm43259,34,56,58,41,57,51,11,43,39,23,51,26
ENSMUSG00000105933,Gm43260,43,72,75,69,80,91,36,62,60,48,77,62
ENSMUSG00000107305,Gm43262,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106683,Gm43263,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107130,Gm43264,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107173,Gm43266,0,1,0,0,1,0,1,0,1,0,0,0
ENSMUSG00000104662,Gm43267,4,0,0,1,2,2,1,6,0,0,0,0
ENSMUSG00000107182,Gm43268,0,6,0,7,7,6,1,2,4,3,6,0
ENSMUSG00000107084,Gm43269,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105632,Gm43272,1,0,0,0,1,1,4,0,0,0,8,0
ENSMUSG00000104966,Gm43273,4,4,5,3,3,3,1,2,9,4,1,0
ENSMUSG00000107116,Gm43274,70,60,62,67,55,86,11,43,32,134,68,44
ENSMUSG00000106798,Gm43275,33,48,40,38,47,65,22,15,37,46,57,33
ENSMUSG00000104790,Gm43276,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107300,Gm43279,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107284,Gm43280,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106749,Gm43281,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107290,Gm43282,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106490,Gm43283,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106401,Gm43284,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105478,Gm43285,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000106114,Gm43286,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105562,Gm43287,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106220,Gm43288,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000104917,Gm43289,3,2,7,3,4,7,1,0,5,2,3,2
ENSMUSG00000104641,Gm43290,24,29,21,19,24,12,15,10,4,18,22,12
ENSMUSG00000105776,Gm43292,18,19,19,30,18,25,15,6,14,30,20,16
ENSMUSG00000107010,Gm43293,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107094,Gm43294,12,13,7,5,8,7,7,2,1,15,23,10
ENSMUSG00000107359,Gm43295,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107047,Gm43298,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105572,Gm43300,53,37,51,22,59,37,34,30,52,8,33,31
ENSMUSG00000105430,Gm43301,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000079362,Gm43302,24,32,15,31,19,18,24,28,20,19,18,16
ENSMUSG00000104781,Gm43303,0,0,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000105294,Gm43304,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105703,Gm43305,0,0,0,0,1,0,0,0,0,0,0,2
ENSMUSG00000105990,Gm43307,16,27,24,10,33,23,5,13,30,19,29,24
ENSMUSG00000104792,Gm43308,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106784,Gm43309,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105111,Gm43310,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000105896,Gm43311,9,3,1,6,3,8,0,1,1,1,9,0
ENSMUSG00000107197,Gm43312,66,145,88,80,114,63,54,50,58,54,116,41
ENSMUSG00000107083,Gm43313,55,116,89,69,70,66,49,70,61,46,76,63
ENSMUSG00000104528,Gm43314,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105685,Gm43315,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105332,Gm43316,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104655,Gm43317,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105974,Gm43318,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105958,Gm43319,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106037,Gm4332,7,3,5,8,10,4,13,7,15,4,5,12
ENSMUSG00000106414,Gm43320,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106408,Gm43321,0,0,0,0,0,0,0,1,1,0,0,0
ENSMUSG00000105939,Gm43322,2,0,0,0,6,0,0,1,0,0,0,0
ENSMUSG00000107390,Gm43323,135,132,142,173,236,308,67,98,84,191,150,94
ENSMUSG00000105487,Gm43324,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104782,Gm43326,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105695,Gm43327,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105677,Gm43328,72,88,78,46,77,80,58,67,68,56,111,68
ENSMUSG00000105842,Gm43329,112,159,106,86,123,97,73,115,72,81,127,85
ENSMUSG00000106341,Gm43330,100,116,107,53,117,67,51,85,72,53,92,100
ENSMUSG00000104910,Gm43331,101,84,93,76,81,97,54,77,45,77,106,69
ENSMUSG00000107313,Gm43332,4,9,12,3,3,6,4,1,6,1,3,4
ENSMUSG00000105261,Gm43333,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105209,Gm43334,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106623,Gm43335,42,17,27,12,31,29,8,17,18,30,21,22
ENSMUSG00000105071,Gm43336,46,67,29,34,50,81,20,19,38,37,32,19
ENSMUSG00000105679,Gm43338,10,15,7,5,11,9,11,11,3,5,9,12
ENSMUSG00000105382,Gm43339,12,7,8,9,11,2,16,14,11,9,11,1
ENSMUSG00000105228,Gm43340,0,0,0,0,1,0,0,0,1,1,4,0
ENSMUSG00000105791,Gm43341,0,0,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000106745,Gm43342,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000107091,Gm43343,0,0,0,0,0,1,0,0,3,1,0,0
ENSMUSG00000106625,Gm43344,12,15,16,2,28,15,10,2,6,10,32,7
ENSMUSG00000105806,Gm43345,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104732,Gm43346,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104772,Gm43347,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105034,Gm43348,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106249,Gm43349,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097989,Gm4335,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105628,Gm43350,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105769,Gm43351,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105174,Gm43353,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104957,Gm43354,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106369,Gm43355,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104617,Gm43356,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106398,Gm43357,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106652,Gm43358,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105434,Gm43359,10,16,4,14,18,19,7,16,18,14,11,7
ENSMUSG00000105970,Gm43360,23,25,14,11,23,12,8,22,8,20,14,21
ENSMUSG00000106375,Gm43361,33,48,26,29,17,26,19,34,18,27,35,25
ENSMUSG00000105201,Gm43362,78,70,57,48,78,55,37,47,56,38,64,36
ENSMUSG00000106725,Gm43363,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105590,Gm43364,1,0,4,1,0,0,0,0,0,3,1,0
ENSMUSG00000105084,Gm43365,26,17,21,22,22,27,15,13,8,24,17,11
ENSMUSG00000104665,Gm43366,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105634,Gm43367,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106217,Gm43368,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106330,Gm43369,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000106132,Gm43370,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107234,Gm43371,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107335,Gm43372,2,1,0,3,0,0,4,0,1,2,4,1
ENSMUSG00000107363,Gm43373,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106673,Gm43374,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106262,Gm43375,7,1,3,5,5,1,0,5,1,0,5,0
ENSMUSG00000104677,Gm43376,0,1,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000106970,Gm43377,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106543,Gm43378,5,6,0,2,2,3,2,0,2,0,0,1
ENSMUSG00000105449,Gm43379,82,94,96,67,149,109,97,96,114,53,125,65
ENSMUSG00000105714,Gm43380,1,0,1,0,0,0,0,0,0,5,1,0
ENSMUSG00000106033,Gm43381,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106370,Gm43382,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105675,Gm43383,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105573,Gm43384,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105926,Gm43386,5,10,1,2,6,2,1,10,0,2,1,9
ENSMUSG00000104874,Gm43387,27,55,80,61,71,130,26,47,57,33,59,43
ENSMUSG00000104927,Gm43388,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106665,Gm43389,2,4,0,2,0,5,3,1,0,1,1,0
ENSMUSG00000106548,Gm43390,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106004,Gm43391,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106250,Gm43392,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000106170,Gm43393,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106509,Gm43394,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000106467,Gm43395,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105384,Gm43396,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104875,Gm43397,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105594,Gm43398,0,0,0,1,1,1,0,3,2,0,1,0
ENSMUSG00000106991,Gm43399,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000090854,Gm4340,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105820,Gm43400,0,0,0,0,0,1,0,0,1,0,0,0
ENSMUSG00000105391,Gm43401,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106363,Gm43402,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105676,Gm43403,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106650,Gm43404,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104944,Gm43405,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105121,Gm43406,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106487,Gm43407,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105608,Gm43408,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104606,Gm43409,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106542,Gm43410,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105979,Gm43411,0,0,1,0,3,0,0,0,0,0,3,1
ENSMUSG00000105107,Gm43412,17,21,20,17,24,18,21,15,9,34,17,9
ENSMUSG00000104951,Gm43413,8,3,7,0,14,3,5,5,5,9,0,4
ENSMUSG00000104935,Gm43414,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106973,Gm43415,6,2,4,3,2,4,1,0,1,0,3,2
ENSMUSG00000107255,Gm43416,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106993,Gm43417,10,13,9,4,11,8,8,15,4,19,16,11
ENSMUSG00000106849,Gm43418,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083911,Gm4342,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106115,Gm43420,8,18,2,2,6,5,7,2,8,11,9,3
ENSMUSG00000104706,Gm43421,23,24,30,20,19,17,5,28,6,18,25,7
ENSMUSG00000106643,Gm43422,8,14,6,2,7,4,2,5,5,7,15,8
ENSMUSG00000105033,Gm43423,0,4,0,1,0,2,1,0,3,1,1,0
ENSMUSG00000106286,Gm43424,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107325,Gm43425,5,0,1,0,4,1,0,1,4,0,8,3
ENSMUSG00000106214,Gm43426,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000105994,Gm43427,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105681,Gm43428,3,2,1,0,0,6,0,0,0,1,3,1
ENSMUSG00000106290,Gm43429,0,1,0,0,1,0,0,0,3,0,0,1
ENSMUSG00000106149,Gm43430,87,90,78,88,84,79,56,79,46,117,103,44
ENSMUSG00000106633,Gm43431,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106322,Gm43432,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105223,Gm43433,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106112,Gm43434,1,6,9,4,0,5,5,2,0,3,6,3
ENSMUSG00000105810,Gm43435,1,2,15,5,2,6,3,6,8,4,4,3
ENSMUSG00000104967,Gm43436,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104965,Gm43437,6,4,4,1,8,11,6,12,5,5,5,3
ENSMUSG00000106101,Gm43438,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106407,Gm43439,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107114,Gm43440,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106817,Gm43441,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107145,Gm43442,0,2,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000107089,Gm43443,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105243,Gm43444,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104969,Gm43445,58,68,63,36,64,56,39,28,55,52,67,50
ENSMUSG00000105197,Gm43446,0,3,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106266,Gm43447,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106788,Gm43449,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107279,Gm43450,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107093,Gm43452,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106876,Gm43456,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106678,Gm43457,39,37,24,33,33,58,16,35,22,30,34,16
ENSMUSG00000107287,Gm43458,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106771,Gm43459,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106891,Gm43460,15,21,15,6,20,11,9,20,24,36,20,14
ENSMUSG00000107336,Gm43461,10,8,9,5,9,8,3,5,6,4,9,1
ENSMUSG00000105561,Gm43462,71,118,90,91,102,97,47,78,62,66,110,72
ENSMUSG00000106184,Gm43463,21,21,29,18,24,33,19,17,31,14,26,29
ENSMUSG00000106227,Gm43464,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105717,Gm43465,1,0,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000105824,Gm43466,49,77,56,52,62,57,32,51,39,42,71,42
ENSMUSG00000106316,Gm43467,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105125,Gm43468,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105425,Gm43469,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105190,Gm43470,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105397,Gm43471,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106660,Gm43472,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104816,Gm43473,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105362,Gm43474,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105575,Gm43475,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104778,Gm43476,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104624,Gm43478,0,0,0,1,0,0,0,0,3,0,1,0
ENSMUSG00000107365,Gm43479,2,0,2,0,1,0,0,1,0,0,1,0
ENSMUSG00000107076,Gm43480,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000107000,Gm43481,18,33,18,20,24,25,8,19,24,23,30,14
ENSMUSG00000106757,Gm43482,7,3,14,8,6,9,5,11,4,4,11,6
ENSMUSG00000105289,Gm43483,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106166,Gm43484,32,49,38,42,53,40,39,50,64,29,58,31
ENSMUSG00000104647,Gm43485,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106448,Gm43486,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105683,Gm43487,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105063,Gm43488,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106339,Gm43489,25,29,31,28,27,39,23,20,17,18,38,37
ENSMUSG00000097532,Gm4349,0,4,0,1,0,2,2,1,0,3,0,0
ENSMUSG00000105526,Gm43490,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106177,Gm43491,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105978,Gm43492,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106102,Gm43493,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105649,Gm43494,0,0,2,0,0,0,0,1,0,2,0,0
ENSMUSG00000106155,Gm43495,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107163,Gm43496,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106839,Gm43497,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106819,Gm43498,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106739,Gm43499,58,34,32,24,26,28,7,23,24,30,49,18
ENSMUSG00000115089,Gm4350,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107296,Gm43500,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106814,Gm43501,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106537,Gm43502,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105347,Gm43503,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104990,Gm43504,0,0,0,0,0,0,0,0,6,0,0,0
ENSMUSG00000105648,Gm43505,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106332,Gm43506,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104894,Gm43507,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000105861,Gm43508,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106603,Gm43509,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104993,Gm43510,4,0,13,2,1,0,0,0,0,3,1,0
ENSMUSG00000104761,Gm43511,17,11,14,6,9,5,13,5,9,4,17,12
ENSMUSG00000105343,Gm43512,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105607,Gm43513,3,3,7,3,13,5,2,4,10,5,6,1
ENSMUSG00000105755,Gm43514,0,0,0,0,1,0,1,0,1,0,0,0
ENSMUSG00000104715,Gm43515,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105794,Gm43516,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089922,Gm43517,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105875,Gm43518,0,0,0,0,0,1,0,2,0,0,0,0
ENSMUSG00000105528,Gm43519,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106128,Gm43520,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106511,Gm43521,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105716,Gm43522,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106310,Gm43523,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106260,Gm43524,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105208,Gm43525,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105803,Gm43526,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106018,Gm43527,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105290,Gm43528,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106504,Gm43529,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091900,Gm4353,22,30,13,13,15,18,12,31,16,14,6,6
ENSMUSG00000106399,Gm43530,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105658,Gm43531,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106598,Gm43532,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106822,Gm43533,5,11,3,11,2,14,3,4,2,4,17,19
ENSMUSG00000106641,Gm43534,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106234,Gm43535,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106168,Gm43538,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105910,Gm43539,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105549,Gm43540,7,10,9,6,4,6,2,2,3,6,6,3
ENSMUSG00000105815,Gm43541,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105241,Gm43542,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105936,Gm43544,16,70,30,39,33,76,35,25,39,29,56,28
ENSMUSG00000106035,Gm43545,4,3,6,4,1,0,2,3,0,2,2,0
ENSMUSG00000105018,Gm43546,0,2,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000105019,Gm43547,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105627,Gm43548,0,0,0,0,0,0,0,0,0,0,0,0
